,endTime,artistName,trackName,msPlayed
2709,2020-10-15 21:22,KK,Such Keh Raha Hai,328880
2710,2020-10-15 21:23,KK,Kaise Mein Kahun Tujhse,64773
2711,2020-10-15 21:28,Sonu Nigam,Rehnaa Hai Tere Dil Mein,307373
2712,2020-10-15 21:34,Bombay Jayashri,Zara Zara,298266
2713,2020-10-15 21:39,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2714,2020-10-15 21:45,KK,Such Keh Raha Hai,328880
2715,2020-10-15 21:47,KK,Kaise Mein Kahun Tujhse,64773
2716,2020-10-15 21:52,Sonu Nigam,Rehnaa Hai Tere Dil Mein,224458
2717,2020-10-15 22:26,Bjéar,Little Darling,17983
2718,2020-10-15 23:13,Justin Bieber,Intentions,212868
2719,2020-10-15 23:16,Marshmello,Be Kind (with Halsey),172761
2720,2020-10-15 23:19,Lauv,i'm so tired...,162586
2721,2020-10-15 23:22,Jeremy Zucker,comethru,181613
2722,2020-10-15 23:37,The Weeknd,Blinding Lights,9567
2723,2020-10-18 05:50,Abhishek Arora,Theher Ja,161771
2724,2020-10-18 05:52,Abhishek Arora,Theher Ja,161771
2725,2020-10-18 05:55,Abhishek Arora,Theher Ja,161771
2726,2020-10-18 05:58,Abhishek Arora,Theher Ja,161771
2727,2020-10-18 06:00,Abhishek Arora,Theher Ja,161771
2728,2020-10-18 06:03,Abhishek Arora,Theher Ja,161771
2729,2020-10-18 06:06,Abhishek Arora,Theher Ja,161771
2730,2020-10-18 06:08,Abhishek Arora,Theher Ja,161771
2731,2020-10-18 06:11,Abhishek Arora,Theher Ja,161771
2732,2020-10-18 06:13,Abhishek Arora,Theher Ja,111503
2733,2020-10-18 18:57,Abhishek Arora,Theher Ja,50268
2734,2020-10-18 19:00,Abhishek Arora,Theher Ja,161771
2735,2020-10-18 19:03,Abhishek Arora,Theher Ja,24162
2736,2020-10-18 19:03,Abhishek Arora,Theher Ja,161771
2737,2020-10-18 19:07,Troye Sivan,BITE,186052
2738,2020-10-18 19:10,Lost Frequencies,Are You With Me,138013
2739,2020-10-18 19:13,Lost Frequencies,Beat Of My Heart,183183
2740,2020-10-18 19:17,Sufjan Stevens,Mystery of Love,248960
2741,2020-10-18 19:20,X Ambassadors,Unsteady,193546
2742,2020-10-18 19:23,Maren Morris,The Bones - with Hozier,197298
2743,2020-10-18 19:27,Andy Grammer,Don’t Give Up On Me,196187
2744,2020-10-18 19:30,FINNEAS,Let's Fall in Love for the Night,190348
2745,2020-10-18 19:34,The Cranberries,Zombie (Acoustic Version),241560
2746,2020-10-18 19:37,The Score,Best Part,177642
2747,2020-10-18 19:41,Harry Styles,Adore You,207133
2748,2020-10-18 19:45,Twenty One Pilots,Level of Concern,220051
2749,2020-10-18 19:57,Alanis Morissette,Reasons I Drink,91382
2750,2020-10-18 20:13,Ali Gatie,Can't Lie,2208
2751,2020-10-18 21:16,Ali Gatie,Can't Lie,193246
2752,2020-10-18 21:28,Prateek Kuhad,Kasoor,9941
2753,2020-10-19 11:57,Lanam,Dreamer,37973
2754,2020-10-19 17:51,Lauv,Fake,79099
2755,2020-10-19 17:55,Sasha Sloan,Matter To You,217440
2756,2020-10-19 17:58,Tate McRae,lie to me,177440
2757,2020-10-19 18:01,Lost Frequencies,You - Honey & Badger Remix,13038
2758,2020-10-19 18:01,Halsey,Alanis' Interlude - Stripped,150409
2759,2020-10-19 18:04,Francisco Martin,Swollen,20953
2760,2020-10-19 18:04,Alexander 23,Brainstorm,186000
2761,2020-10-19 18:05,Gion,"I hurt you, I don't deserve you.",14925
2762,2020-10-19 18:08,Andrea Russett,Darkest Hour,168009
2763,2020-10-19 18:10,Jaymes Young,Spaces,10234
2764,2020-10-19 18:10,Adam Simons,Wherever the Wind Blows,117720
2765,2020-10-19 18:13,Gabriel Conte,I'm Not Sorry,168895
2766,2020-10-19 18:18,Gabriel Conte,I'm Not Sorry,5640
2767,2020-10-19 18:18,Brothers Page,The Times They Are A-Changin',3224
2768,2020-10-19 18:18,LANY,heart won't let me,10885
2769,2020-10-19 18:19,SauceOnly,When We Were Kids,2746
2770,2020-10-19 18:19,Jefferson Clay,Fools,3119
2771,2020-10-19 18:19,Josh Rabenold,All the Nurses Know,4029
2772,2020-10-19 18:19,Jonah Baker,Holy - Acoustic,10534
2773,2020-10-19 18:19,Gunnar Gehl,Good Enough,3437
2774,2020-10-19 18:19,Harry Hudson,Closing Doors (ft. Astrid S),4127
2775,2020-10-19 18:19,Edon,Cabin in the Woods,5112
2776,2020-10-19 18:19,Aaron Kates,Give Me More,14381
2777,2020-10-19 18:19,Holy Mattress Money,Blue Hundreds - Jesty Remix,2115
2778,2020-10-19 18:19,Yanto Wangsa,To the Hill,24855
2779,2020-10-19 18:20,FLETCHER,Bitter (feat. Trevor Daniel),5411
2780,2020-10-19 18:20,Sōl,Badside,2092
2781,2020-10-19 18:20,Lauv,Fake,3225
2782,2020-10-19 18:20,Maisie Peters,Maybe Don't (feat. JP Saxe),4868
2783,2020-10-19 18:20,Devan,Almost,6022
2784,2020-10-19 18:20,Astrid S,It's Ok If You Forget Me,17624
2785,2020-10-19 18:20,ZAYN,Better,2665
2786,2020-10-19 18:21,Sasha Sloan,Matter To You,1621
2787,2020-10-19 18:25,Alessia Cara,Out Of Love,227693
2788,2020-10-19 18:30,Zabawa,Butterfly's Repose,309079
2789,2020-10-19 18:36,M83,Wait,343253
2790,2020-10-19 18:40,Pluto Koi,Hopeless Romantic,230662
2791,2020-10-19 18:43,Jess Benko,A Soulmate Who Wasn’t Meant to Be,172737
2792,2020-10-20 08:42,Jess Benko,A Soulmate Who Wasn’t Meant to Be,143820
2793,2020-10-20 08:44,Hilly,Feeling Whitney,85890
2794,2020-10-20 08:44,Rusty Clanton,Neptune,5120
2795,2020-10-20 08:44,Rusty Clanton,Neptune,170
2796,2020-10-20 08:44,Scumflower,Conscience,1594
2797,2020-10-20 08:47,Simon Tran,cartier love,23930
2798,2020-10-20 08:47,Scumflower,Conscience,158994
2799,2020-10-20 08:48,Theharity,Different,57807
2800,2020-10-20 08:52,Quinn XCII,Am I High Rn (feat. blackbear),199880
2801,2020-10-20 08:55,Alec Benjamin,Water Fountain,218893
2802,2020-10-20 08:58,courtship.,Guy Stuff,193561
2803,2020-10-20 09:46,Lost Frequencies,Are You With Me,86090
2804,2020-10-20 18:27,Lost Frequencies,Are You With Me,52084
2805,2020-10-20 18:39,Noah Cyrus,Young & Sad,103569
2806,2020-10-21 17:03,Noah Cyrus,Young & Sad,14588
2807,2020-10-21 17:07,Pritam,Mehrama,249415
2808,2020-10-21 17:11,Pritam,Mehrama,249415
2809,2020-10-21 17:14,Pritam,Mehrama,96588
2810,2020-10-21 17:17,Pritam,Mehrama,152828
2811,2020-10-21 17:22,Pritam,Mehrama,249415
2812,2020-10-21 17:26,Pritam,Mehrama,249415
2813,2020-10-21 17:36,Pritam,Mehrama,7639
2814,2020-10-22 12:29,Pritam,Mehrama,242147
2815,2020-10-22 12:34,Pritam,Mehrama,249415
2816,2020-10-22 12:38,Pritam,Mehrama,249415
2817,2020-10-22 12:38,Pritam,Mehrama,28977
2818,2020-10-22 18:36,Pritam,Mehrama,220438
2819,2020-10-22 18:40,Pritam,Mehrama,249415
2820,2020-10-22 18:44,Pritam,Mehrama,249415
2821,2020-10-22 18:48,Pritam,Mehrama,249415
2822,2020-10-22 18:53,Pritam,Mehrama,249415
2823,2020-10-22 19:07,Pritam,Mehrama,241648
2824,2020-10-22 19:16,M83,Wait,343253
2825,2020-10-22 19:19,Halsey,Alanis' Interlude - Stripped,150409
2826,2020-10-22 19:23,Prateek Kuhad,Kasoor,197549
2827,2020-10-22 19:24,KK,Kaise Mein Kahun Tujhse,64773
2828,2020-10-22 19:30,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2829,2020-10-22 19:35,Bombay Jayashri,Zara Zara,298266
2830,2020-10-22 19:36,Vera Polozkova,Сколько нужно плачь,42496
2831,2020-10-22 19:39,Halsey,I'm Not Mad,173467
2832,2020-10-22 19:42,Troye Sivan,BITE,186052
2833,2020-10-22 19:45,Lost Frequencies,Are You With Me,138013
2834,2020-10-22 19:45,Lost Frequencies,Beat Of My Heart,37338
2835,2020-10-22 19:47,Lost Frequencies,Beat Of My Heart,88726
2836,2020-10-22 19:52,Sufjan Stevens,Mystery of Love,248960
2837,2020-10-22 19:55,X Ambassadors,Unsteady,193546
2838,2020-10-22 19:59,Maren Morris,The Bones - with Hozier,197298
2839,2020-10-22 20:02,Andy Grammer,Don’t Give Up On Me,196187
2840,2020-10-22 20:06,FINNEAS,Let's Fall in Love for the Night,190348
2841,2020-10-22 20:10,The Cranberries,Zombie (Acoustic Version),241560
2842,2020-10-22 20:13,The Score,Best Part,177642
2843,2020-10-22 20:18,Harry Styles,Adore You,207133
2844,2020-10-22 20:22,Twenty One Pilots,Level of Concern,220051
2845,2020-10-22 20:24,Alanis Morissette,Reasons I Drink,111091
2846,2020-10-22 20:25,BØRNS,Electric Love,83553
2847,2020-10-22 20:25,Sub Urban,Cradles,1802
2848,2020-10-22 20:29,The Local Train,Dilnawaz,207530
2849,2020-10-22 20:30,The Local Train,Choo Lo,13213
2850,2020-10-22 20:30,When Chai Met Toast,When We Feel Young,12069
2851,2020-10-22 20:31,DaniLeigh,Cravin (feat. G-Eazy),80371
2852,2020-10-22 20:32,Taylor Swift,The Man,6738
2853,2020-10-22 20:34,Topic,Breaking Me,166793
2854,2020-10-22 20:38,Kalash,Mwaka Moon,237706
2855,2020-10-22 20:42,Lanam,Dreamer,200204
2856,2020-10-22 20:44,Manïn,Serenaded.,80067
2857,2020-10-22 20:45,Zectort,How Are You ?,67122
2858,2020-10-22 20:55,My Chemical Romance,I'm Not Okay (I Promise),10346
2859,2020-10-23 14:17,Bombay Jayashri,Zara Zara,298266
2860,2020-10-23 14:21,Bombay Jayashri,Zara Zara,275243
2861,2020-10-23 17:00,Twenty One Pilots,Level of Concern,213674
2862,2020-10-23 17:04,JP Cooper,Too Close,184997
2863,2020-10-23 17:04,Sasha Sloan,Ready Yet,12658
2864,2020-10-23 17:09,Darshan Raval,Saari Ki Saari 2.0,248221
2865,2020-10-23 17:11,Ashwin Adwani,Parchaiyon Mein,97547
2866,2020-10-23 17:11,Oceantied,Paradise,12080
2867,2020-10-23 17:15,Shishir Bhanot,Zara Zara (Revisited),262074
2868,2020-10-23 17:17,Zenith,Waqt Tham Gaya Kahin (Currious List),126674
2869,2020-10-23 17:21,Vasu Dixit,Ruk Ja,208571
2870,2020-10-23 17:24,NEEL,Zinda Tu,14321
2871,2020-10-23 17:24,Hanita Bhambri,Home Alone,142218
2872,2020-10-23 17:24,Khamaaj,Jab Se Tu Ne,2789
2873,2020-10-23 17:24,Prateek Kuhad,The Biggest Lie,5932
2874,2020-10-23 17:24,The Derelicts,In the Air,9987
2875,2020-10-23 17:25,Ammy Virk,Main Suneya,4287
2876,2020-10-23 17:29,okay.,wrong.,213545
2877,2020-10-23 17:29,Hannah Devereaux,Baby Blue,20869
2878,2020-10-23 17:29,Ethan Bortnick,cLosure,4060
2879,2020-10-23 17:29,Tony Kakkar,Laila,2694
2880,2020-10-23 17:31,Raftaar,Mask On,129173
2881,2020-10-23 17:32,Darshan Raval,Judaiyaan,3426
2882,2020-10-23 17:32,Guru Randhawa,Naach Meri Rani,32874
2883,2020-10-23 17:33,Adhyayan Suman,Befikriyaan,14185
2884,2020-10-23 17:33,Papon,Khidki,48005
2885,2020-10-23 17:33,Mohammed Irfan,Kabhi Yun,9227
2886,2020-10-23 17:34,Raghav Chaitanya,Parwaah,14821
2887,2020-10-23 17:34,Anand Bhaskar,Sab Ho Jaane De,10498
2888,2020-10-23 17:34,DIVINE,Mirchi,24028
2889,2020-10-23 17:34,Anand Bhaskar,Vaaroon,7477
2890,2020-10-23 17:35,Darshan Raval,Teri Aankhon Mein,17032
2891,2020-10-23 17:35,Shaarib Toshi,Tere Siwa,26924
2892,2020-10-23 17:36,Tiger Shroff,Unbelievable,32365
2893,2020-10-23 17:38,Palak Muchhal,Tu Aa Jaana,107337
2894,2020-10-23 17:41,Arjun Kanungo,Aaya Na Tu,205407
2895,2020-10-23 17:44,Gajendra Verma,"Mann Mera (From ""Table No. 21"")",198125
2896,2020-10-23 17:46,Ghazal Sadat,Jaaneman,63837
2897,2020-10-23 17:49,Linkin Park,In the End,190833
2898,2020-10-23 17:50,The Red Jumpsuit Apparatus,Face Down,1147
2899,2020-10-23 17:50,The All-American Rejects,Gives You Hell,12300
2900,2020-10-23 17:50,All Time Low,"Dear Maria, Count Me In",18039
2901,2020-10-23 17:50,Panic! At The Disco,I Write Sins Not Tragedies,2588
2902,2020-10-23 17:50,blink-182,I Miss You,2002
2903,2020-10-23 17:50,We The Kings,"Check Yes, Juliet",14303
2904,2020-10-23 17:50,Simple Plan,I'm Just a Kid,10250
2905,2020-10-23 17:51,Green Day,Boulevard of Broken Dreams,55473
2906,2020-10-23 17:52,The Killers,Mr. Brightside,8129
2907,2020-10-23 17:52,Fall Out Boy,"Sugar, We're Goin Down",29943
2908,2020-10-23 17:56,Fall Out Boy,Centuries,228360
2909,2020-10-23 17:59,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),163804
2910,2020-10-23 18:02,Fall Out Boy,"Sugar, We're Goin Down",159472
2911,2020-10-23 18:06,Fall Out Boy,American Beauty/American Psycho,4646
2912,2020-10-23 18:06,Fall Out Boy,Irresistible,206506
2913,2020-10-23 18:08,Fall Out Boy,The Kids Aren't Alright,2772
2914,2020-10-23 18:08,Fall Out Boy,Centuries,70253
2915,2020-10-23 18:10,Fall Out Boy,Novocaine,4496
2916,2020-10-23 18:10,Fall Out Boy,Uma Thurman,117125
2917,2020-10-23 18:10,Fall Out Boy,Fourth Of July,3943
2918,2020-10-23 18:10,Fall Out Boy,Favorite Record,2055
2919,2020-10-23 18:10,Fall Out Boy,Jet Pack Blues,12677
2920,2020-10-23 18:11,Fall Out Boy,Immortals,63285
2921,2020-10-23 18:11,Fall Out Boy,Twin Skeleton's (Hotel In NYC),5847
2922,2020-10-23 18:11,Fall Out Boy,Wilson (Expensive Mistakes),2620
2923,2020-10-23 18:12,Paramore,Still into You,29738
2924,2020-10-23 18:14,Incubus,Drive - Acoustic,4566
2925,2020-10-23 18:14,Imagine Dragons,Demons - Acoustic Live In London,134839
2926,2020-10-23 18:15,3 Doors Down,Kryptonite,9535
2927,2020-10-23 18:15,Plain White T's,Hey There Delilah,9386
2928,2020-10-23 18:15,Bryan Adams,Summer Of '69 - MTV Unplugged Version,1754
2929,2020-10-23 18:15,The Calling,Wherever You Will Go - Acoustic,1332
2930,2020-10-23 18:15,Pink Floyd,Wish You Were Here,2277
2931,2020-10-23 18:15,Green Day,Good Riddance (Time of Your Life),5850
2932,2020-10-23 18:15,KALEO,Way down We Go - Recorded at Spotify Studios NYC,4300
2933,2020-10-23 18:15,Slaves,Talk to a Friend,11759
2934,2020-10-23 18:15,Five Finger Death Punch,Wrong Side Of Heaven - Acoustic,2237
2935,2020-10-23 18:15,Papa Roach,Scars - Acoustic Version,2419
2936,2020-10-23 18:24,Godford,Downtown,7940
2937,2020-10-23 18:24,FINNEAS,Let's Fall in Love for the Night,7375
2938,2020-10-23 18:24,Godford,Blue,1744
2939,2020-10-23 18:26,Godford,Downtown,142186
2940,2020-10-25 15:10,Godford,Downtown,9925
2941,2020-10-25 15:16,Bombay Jayashri,Zara Zara,298266
2942,2020-10-25 15:21,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2943,2020-10-25 15:24,KK,Such Keh Raha Hai,187522
2944,2020-10-25 15:30,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2945,2020-10-25 15:40,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2946,2020-10-25 15:46,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2947,2020-10-25 15:51,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2948,2020-10-25 15:57,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2949,2020-10-25 16:03,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2950,2020-10-25 16:09,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2951,2020-10-25 16:19,Roop Kumar Rathod,Dilko Tumse Pyar Hua,35372
2952,2020-10-25 16:30,Roop Kumar Rathod,Dilko Tumse Pyar Hua,296286
2953,2020-10-25 16:35,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2954,2020-10-25 16:41,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2955,2020-10-25 16:47,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2956,2020-10-25 16:52,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2957,2020-10-25 16:58,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2958,2020-10-25 17:03,Roop Kumar Rathod,Dilko Tumse Pyar Hua,3007
2959,2020-10-25 17:03,Roop Kumar Rathod,Dilko Tumse Pyar Hua,331467
2960,2020-10-25 21:29,Saint Motel,My Type,123575
2961,2020-10-25 21:31,Van Morrison,Brown Eyed Girl,72142
2962,2020-10-25 21:35,Daft Punk,Doin' it Right (feat. Panda Bear),251293
2963,2020-10-25 21:47,Daft Punk,Doin' it Right (feat. Panda Bear),130226
2964,2020-10-27 19:11,Shishir Bhanot,Zara Zara (Revisited),262074
2965,2020-10-27 19:16,Shishir Bhanot,Zara Zara (Revisited),262074
2966,2020-10-27 19:20,Shishir Bhanot,Zara Zara (Revisited),262074
2967,2020-10-27 19:25,Shishir Bhanot,Zara Zara (Revisited),262074
2968,2020-10-27 19:29,Shishir Bhanot,Zara Zara (Revisited),262074
2969,2020-10-27 19:33,Shishir Bhanot,Zara Zara (Revisited),262074
2970,2020-10-27 19:37,Shishir Bhanot,Zara Zara (Revisited),224622
2971,2020-10-27 19:40,Roop Kumar Rathod,Dilko Tumse Pyar Hua,87111
2972,2020-10-27 20:06,ODESZA,Thin Floors And Tall Ceilings,149295
2973,2020-10-27 20:10,Aquilo,I Could Fight On A Wall,210527
2974,2020-10-27 20:17,Thomas Jack,Basic Instinct - Thomas Jack Remix,388000
2975,2020-10-27 20:17,Jome,Mountains,8047
2976,2020-10-29 20:38,Bazzi,Myself,86900
2977,2020-10-31 09:00,K. S. Chithra,Tum Bin,354908
2978,2020-10-31 09:05,Sonu Nigam,Suru Ru,273386
2979,2020-10-31 09:09,Sonu Nigam,Chhoti Chhoti Raatein Ii,236798
2980,2020-10-31 09:13,Abhijeet,Pyar Humko Hone Laga,192853
2981,2020-10-31 09:15,S. Shailaja,Meri Duniya Mein (Female Version),177280
2982,2020-10-31 09:22,Roop Kumar Rathod,Maula Mere Maula,364329
2983,2020-10-31 09:29,Rahat Fateh Ali Khan,"Main Jahaan Rahoon (From ""Namastey London"")",382493
2984,2020-10-31 09:34,Udit Narayan,Pehla Nasha,291400
2985,2020-10-31 09:39,Tulsi Kumar,Piya Aaye Na,286120
2986,2020-10-31 09:45,Rahat Fateh Ali Khan,Zaroori Tha,342023
2987,2020-10-31 09:47,Pritam,Kya Mujhe Pyaar Hai,127298
2988,2020-10-31 18:48,Halsey,I'm Not Mad,173467
2989,2020-10-31 18:50,UPSAHL,Wish You'd Make Me Cry,78227
2990,2020-10-31 18:52,UPSAHL,Wish You'd Make Me Cry,106517
2991,2020-10-31 18:55,Halsey,Without Me,201660
2992,2020-10-31 18:58,Gracie Abrams,Stay,177152
2993,2020-10-31 19:02,Lost Frequencies,Recognise,186062
2994,2020-10-31 19:08,Thomas Jack,Basic Instinct - Thomas Jack Remix,388000
2995,2020-10-31 19:11,Kaz Benson,All I Know,167539
2996,2020-10-31 19:14,Alec Benjamin,Let Me Down Slowly,169353
2997,2020-10-31 19:16,Lauv,Love Somebody,142773
2998,2020-10-31 19:19,Jome,Vapor,137946
2999,2020-10-31 19:20,Mating Ritual,I Wear Glasses,55237
3000,2020-10-31 19:27,Mating Ritual,I Wear Glasses,11654
3001,2020-10-31 19:33,K. S. Chithra,Tum Bin,355826
3002,2020-10-31 19:39,K. S. Chithra,Tum Bin,355826
3003,2020-10-31 19:45,K. S. Chithra,Tum Bin,355826
3004,2020-10-31 19:51,K. S. Chithra,Tum Bin,355826
3005,2020-10-31 19:57,K. S. Chithra,Tum Bin,355826
3006,2020-10-31 20:03,K. S. Chithra,Tum Bin,355826
3007,2020-10-31 20:09,K. S. Chithra,Tum Bin,355826
3008,2020-10-31 20:15,K. S. Chithra,Tum Bin,355826
3009,2020-10-31 20:21,K. S. Chithra,Tum Bin,355826
3010,2020-10-31 20:27,K. S. Chithra,Tum Bin,355826
3011,2020-10-31 20:33,K. S. Chithra,Tum Bin,355826
3012,2020-10-31 20:39,K. S. Chithra,Tum Bin,355826
3013,2020-10-31 20:45,K. S. Chithra,Tum Bin,355826
3014,2020-10-31 20:51,K. S. Chithra,Tum Bin,355826
3015,2020-10-31 20:57,K. S. Chithra,Tum Bin,355826
3016,2020-10-31 22:56,K. S. Chithra,Tum Bin,355826
3017,2020-10-31 23:20,K. S. Chithra,Tum Bin,23
3018,2020-11-01 08:24,Lost Frequencies,Are You With Me,2770
3019,2020-11-01 08:28,MKTO,Shoulda Known Better,206454
3020,2020-11-01 08:30,Jome,Vapor,137946
3021,2020-11-01 08:34,Ashe,Moral of the Story,201083
3022,2020-11-01 08:38,EDEN,End Credits,240389
3023,2020-11-01 08:41,Lennon Stella,Summer Feelings (feat. Charlie Puth) - Acoustic,158644
3024,2020-11-01 08:44,Gracie Abrams,Stay,177152
3025,2020-11-01 08:48,The Chainsmokers,Paris,221506
3026,2020-11-01 08:51,JR JR,Same Dark Places,212589
3027,2020-11-01 08:56,The Lighthouse And The Whaler,Paths,261604
3028,2020-11-01 08:58,Lost Frequencies,Beautiful Life,161906
3029,2020-11-01 09:01,Lauv,Love Somebody,142773
3030,2020-11-01 09:05,Daya,New,230879
3031,2020-11-01 09:09,Alec Benjamin,Water Fountain,218893
3032,2020-11-01 09:12,NOTD,I Don't Know Why,207667
3033,2020-11-01 09:13,Gracie Abrams,Friend,23279
3034,2020-11-01 10:07,Gracie Abrams,Friend,153918
3035,2020-11-01 10:11,LANY,if this is the last time,203853
3036,2020-11-01 10:12,Taylor Swift,The Man,65576
3037,2020-11-01 10:14,Lauv,i'm so tired...,162586
3038,2020-11-01 10:17,benny blanco,Eastside (with Halsey & Khalid),173799
3039,2020-11-01 10:21,One Direction,What Makes You Beautiful,199986
3040,2020-11-01 10:25,Halsey,Gasoline,199593
3041,2020-11-01 10:28,Zara Larsson,Ruin My Life,190931
3042,2020-11-01 10:31,Tate McRae,stupid,172915
3043,2020-11-01 10:34,Terror Jr,A-OK (Everything's Perfect),213737
3044,2020-11-01 10:38,blackbear,if i were u (with Lauv),186468
3045,2020-11-01 10:40,Alec Benjamin,Let Me Down Slowly,169353
3046,2020-11-01 10:44,Andy Grammer,Don’t Give Up On Me,196187
3047,2020-11-01 10:47,Zachary Knowles,cherry wine,188499
3048,2020-11-01 10:50,Halsey,I'm Not Mad,173467
3049,2020-11-01 10:53,Topic,Why Do You Lie To Me (feat. Lil Baby),171290
3050,2020-11-01 10:57,Mating Ritual,I Wear Glasses,214071
3051,2020-11-01 11:00,Lost Frequencies,Recognise,186062
3052,2020-11-01 11:03,Ayelle,Psychopaths,224307
3053,2020-11-01 11:07,Sasha Sloan,Dancing With Your Ghost,197732
3054,2020-11-01 11:10,Kaz Benson,All I Know,167539
3055,2020-11-01 11:14,Bebe Rexha,Knees,206580
3056,2020-11-01 11:17,Halsey,Without Me,201660
3057,2020-11-01 11:18,Thomas Jack,Basic Instinct - Thomas Jack Remix,41048
3058,2020-11-01 11:18,Lost Boy,Insecure,3860
3059,2020-11-01 11:18,Sonu Nigam,Chhoti Chhoti Raatein,8610
3060,2020-11-01 11:24,K. S. Chithra,Tum Bin,355826
3061,2020-11-01 11:30,K. S. Chithra,Tum Bin,355826
3062,2020-11-01 11:36,K. S. Chithra,Tum Bin,355826
3063,2020-11-01 11:42,K. S. Chithra,Tum Bin,355826
3064,2020-11-01 11:48,K. S. Chithra,Tum Bin,355826
3065,2020-11-01 11:54,K. S. Chithra,Tum Bin,355826
3066,2020-11-01 12:00,K. S. Chithra,Tum Bin,355826
3067,2020-11-01 12:06,K. S. Chithra,Tum Bin,355826
3068,2020-11-01 12:12,K. S. Chithra,Tum Bin,355826
3069,2020-11-01 12:18,K. S. Chithra,Tum Bin,355826
3070,2020-11-01 12:24,K. S. Chithra,Tum Bin,355826
3071,2020-11-01 12:30,K. S. Chithra,Tum Bin,355826
3072,2020-11-01 12:33,K. S. Chithra,Tum Bin,174950
3073,2020-11-01 12:36,Jagjit Singh,Koi Fariyaad,207350
3074,2020-11-01 12:44,Naturalis,"Contemplating in the Rain, by the Sea",10440
3075,2020-11-01 12:44,Sounds of the Jungle,Riverbank Frogs,21560
3076,2020-11-01 12:44,Yùhé 愈合,Presence of Thor,2470
3077,2020-11-01 12:47,Awlee,Two,169353
3078,2020-11-01 12:51,Sunwell,Mantra,219940
3079,2020-11-01 12:54,Ben Jinn,The Long White,174480
3080,2020-11-01 12:56,William Keats,Ballerina - Ambient Version,149440
3081,2020-11-01 12:59,Tranquil Cove,Twin Peaks Theme,209534
3082,2020-11-01 13:02,Elm Lake,Elm Lake,164327
3083,2020-11-01 13:05,369,432 Water Crystals,188835
3084,2020-11-01 13:08,Mr Pillow,Comfortable Night,217364
3085,2020-11-01 13:11,Ezechiel Almonte,anhelo,195845
3086,2020-11-01 13:14,John Ocean,Rainy Clouds,190504
3087,2020-11-01 13:17,Michel LeBond,Primordeal Instincts,181940
3088,2020-11-01 13:21,Binaural Landscapes,Bit Rain Concentration,194852
3089,2020-11-01 13:25,Calm Shores,Beyond Dreams,283085
3090,2020-11-01 13:28,Mindful Eclipse,Slumbering,181899
3091,2020-11-01 13:31,Josep Alba,Cancion de Cuna,168832
3092,2020-11-01 13:34,Barcelona Atmosphere,Sagrada Familia,206079
3093,2020-11-01 13:37,Bjørg Stigbjørnson,Far And Away,163109
3094,2020-11-01 13:40,Dreamscaper,Sundown,220116
3095,2020-11-01 13:43,Silva Minor,Heaven Sent,68495
3096,2020-11-01 13:43,Luna's Garden,Cloud Puff,153115
3097,2020-11-01 15:01,Silva Minor,Heaven Sent,59094
3098,2020-11-01 15:03,Harlan Silverman,Oak,165540
3099,2020-11-01 15:07,Andrine Årdal,Finn roen,204747
3100,2020-11-01 15:09,LUUNA,Presonus,174480
3101,2020-11-01 15:12,Calma,Mind Cleansing,157165
3102,2020-11-01 15:14,Spheres,Tranquility,140513
3103,2020-11-01 15:18,Roma Atmosphere,Santa Maria,231878
3104,2020-11-01 15:20,Delle Alpi,Falling Stars,151965
3105,2020-11-01 15:23,Petros Idris,Anay degimay,186496
3106,2020-11-01 15:26,Moments of Clarity,Early Morning Song,176260
3107,2020-11-01 15:30,Josep Alba,Flowing Strings,223720
3108,2020-11-01 15:33,Tranquil Cove,Twin Peaks Theme,209534
3109,2020-11-01 15:36,Alex Couture,Awakening,153292
3110,2020-11-01 15:39,Binaural Landscapes,Angel Gamma Choir,194236
3111,2020-11-01 15:43,Lucky Ali,Mausam,231240
3112,2020-11-01 15:47,Amitabh Bhattacharya,Ankahee,275454
3113,2020-11-01 15:52,The Local Train,Aaftaab,233471
3114,2020-11-01 15:55,Ritviz,Liggi,181176
3115,2020-11-01 16:01,Lucky Ali,Kabhi Aisa Lagta Hai,377640
3116,2020-11-01 16:09,Lucky Ali,Jaane Kya Dhoondta Hai - Sur (The Melody Of Life) / Soundtrack Version,426173
3117,2020-11-01 16:12,Ritviz,Ved,180000
3118,2020-11-01 16:15,Ritviz,Thandi Hawa,203076
